,CreatedDate,ClosedDate,Agency,ComplaintType,Descriptor,City
280958,2011-06-20 17:36:29,2011-06-21 03:33:15,DOT,Highway Condition,Litter,WOODSIDE
280959,2011-06-20 18:20:17,2011-06-20 19:09:41,NYPD,Vending,Unlicensed,BROOKLYN
280960,2011-06-20 19:01:56,2011-06-29 11:44:51,DOT,Street Condition,Blocked - Construction,JACKSON HEIGHTS
280961,2011-06-20 19:21:22,2011-06-20 22:42:18,NYPD,Noise - Residential,Loud Music/Party,SOUTH OZONE PARK
280962,2011-06-20 19:44:35,2012-06-19 14:58:28,DPR,New Tree Request,For One Address,BRONX
280963,2011-06-20 19:54:54,2011-06-23 09:02:26,DOT,Broken Muni Meter,No Receipt,NEW YORK
280964,2011-06-20 20:09:21,2011-06-20 21:28:03,NYPD,Noise - Street/Sidewalk,Loud Music/Party,NEW YORK
280965,2011-06-20 20:21:03,2011-08-20 06:28:27,DOHMH,Food Establishment,Food Spoiled,BRONX
280966,2011-06-20 20:25:42,2011-06-21 01:13:37,NYPD,Noise - Residential,Loud Music/Party,BROOKLYN
280967,2011-06-20 22:01:07,2011-06-21 00:02:14,NYPD,Noise - Residential,Loud Music/Party,BROOKLYN
280968,2011-06-20 22:14:42,2011-06-20 22:24:01,NYPD,Illegal Parking,Commercial Overnight Parking,QUEENS VILLAGE
280969,2011-06-20 22:18:41,2011-06-20 23:22:11,NYPD,Blocked Driveway,No Access,SUNNYSIDE
280970,2011-06-20 23:37:34,2011-06-21 01:27:55,NYPD,Noise - Residential,Loud Music/Party,BROOKLYN
280971,2011-06-20 23:46:06,2011-06-21 01:27:56,NYPD,Noise - Residential,Loud Talking,BROOKLYN
280972,2011-06-20 23:56:41,2011-06-21 02:33:43,NYPD,Noise - Residential,Loud Music/Party,BROOKLYN
280973,2011-06-20 16:51:58,2013-03-13 12:43:20,DPR,New Tree Request,For One Address,BROOKLYN
280974,2011-06-20 17:12:51,2011-06-20 18:10:36,NYPD,Noise - Street/Sidewalk,Loud Music/Party,NEW YORK
280975,2011-06-20 18:00:21,2011-06-21 06:03:33,DOT,Broken Muni Meter,No Receipt,FOREST HILLS
280976,2011-06-20 18:14:17,2011-06-20 20:50:20,NYPD,Noise - Residential,Loud Music/Party,BROOKLYN
280977,2011-06-20 18:33:21,2011-06-20 22:04:44,NYPD,Disorderly Youth,Playing in Unsuitable Place,BROOKLYN
280978,2011-06-20 00:00:00,2011-05-04 00:00:00,DOHMH,Rodent,Rat Sighting,BRONX
280979,2011-06-20 19:28:08,2011-07-12 02:11:53,TLC,For Hire Vehicle Complaint,Driver Complaint,ASTORIA
280980,2011-06-20 19:54:25,2011-12-30 11:12:32,DPR,Illegal Tree Damage,Trunk Damaged,WOODSIDE
280981,2011-06-20 20:20:54,2011-06-20 22:42:16,NYPD,Blocked Driveway,No Access,OAKLAND GARDENS
280982,2011-06-20 20:32:48,2011-06-20 23:51:48,NYPD,Noise - Residential,Loud Music/Party,BRONX
280983,2011-06-20 20:38:31,2011-06-20 22:58:36,NYPD,Noise - Residential,Loud Music/Party,FOREST HILLS
280984,2011-06-20 20:47:38,2011-06-20 23:05:43,NYPD,Vending,In Prohibited Area,NEW YORK
280985,2011-06-20 20:58:40,2011-08-10 15:06:15,TLC,Taxi Complaint,Vehicle Complaint,NEW YORK
280986,2011-06-20 20:52:12,2011-06-20 23:05:43,NYPD,Noise - Street/Sidewalk,Loud Music/Party,NEW YORK
280987,2011-06-20 17:34:17,2011-06-20 17:40:37,DPR,Violation of Park Rules,Smoking,BRONX
280988,2011-06-20 17:51:32,2011-06-20 20:03:37,NYPD,Noise - Commercial,Banging/Pounding,NEW YORK
280989,2011-06-20 19:22:16,2011-06-20 20:03:37,DPR,Violation of Park Rules,BBQ Outside Authorized Area,WOODSIDE
280990,2011-06-20 19:14:51,2011-06-23 14:58:24,DOT,Street Condition,Failed Street Repair,STATEN ISLAND
280991,2011-06-20 20:01:58,2011-06-27 13:19:29,DOF,SCRIE,SCRIE Assistance,RICHMOND HILL
280992,2011-06-20 00:00:00,2011-06-23 00:00:00,DOHMH,Rodent,Condition Attracting Rodents,STATEN ISLAND
280993,2011-06-20 20:30:14,2011-06-21 00:22:32,NYPD,Noise - Residential,Loud Music/Party,BROOKLYN
280994,2011-06-20 20:45:15,2011-06-27 13:26:42,DOF,SCRIE,SCRIE Application Problem,JACKSON HEIGHTS
280995,2011-06-20 21:17:49,2011-06-20 22:18:55,NYPD,Noise - Vehicle,Engine Idling,NEW YORK
280996,2011-06-20 22:44:28,2011-06-20 23:10:52,NYPD,Noise - Park,Loud Talking,BROOKLYN
280997,2011-06-20 23:06:21,2011-06-20 23:25:14,NYPD,Noise - Street/Sidewalk,Loud Music/Party,NEW YORK
280998,2011-06-20 23:30:21,2011-06-21 00:05:17,NYPD,Noise - Vehicle,Car/Truck Music,BROOKLYN
280999,2011-06-20 23:35:05,2011-06-20 23:56:57,NYPD,Noise - Vehicle,Car/Truck Music,BRONX
281000,2011-06-20 17:28:00,2011-06-22 14:34:18,DOT,Street Condition,Failed Street Repair,FLUSHING
281001,2011-06-20 17:58:13,2011-08-10 14:05:50,TLC,Taxi Complaint,Driver Complaint,NEW YORK
281002,2011-06-20 18:03:05,2011-06-20 20:45:15,DOT,Street Condition,Plate Condition - Shifted,NEW YORK
281003,2011-06-20 18:36:55,2011-06-21 11:24:40,DOB,Construction,Initial - Construction,ROCKAWAY PARK
281004,2011-06-20 17:21:58,2013-02-12 12:11:05,DPR,New Tree Request,For One Address,RICHMOND HILL
281005,2011-06-20 17:26:58,2011-06-29 16:57:18,DPR,New Tree Request,For One Address,RICHMOND HILL
281006,2011-06-20 18:10:20,2011-08-24 11:23:24,TLC,Taxi Compliment,Driver Compliment,
281007,2011-06-20 18:15:37,2011-10-26 10:26:25,TLC,Taxi Complaint,Driver Complaint,NEW YORK
281008,2011-06-20 18:36:23,2012-05-23 10:12:32,TLC,Taxi Complaint,Driver Complaint,BROOKLYN
281009,2011-06-20 18:50:09,2011-07-28 01:13:48,TLC,Taxi Complaint,Driver Complaint,NEW YORK
281010,2011-06-20 17:22:55,2011-06-20 18:12:39,NYPD,Non-Emergency Police Matter,Other (complaint details),NEW YORK
281011,2011-06-20 17:56:52,2011-07-12 02:12:30,TLC,Taxi Complaint,Driver Complaint,NEW YORK
281012,2011-06-20 18:06:36,,TLC,Taxi Complaint,Driver Complaint,NEW YORK
281013,2011-06-20 18:17:11,2011-06-20 19:03:32,NYPD,Noise - Vehicle,Car/Truck Horn,NEW YORK
281014,2011-06-20 18:33:52,2011-06-21 06:49:15,DPR,Overgrown Tree/Branches,Hitting Power/Phone Lines,SOUTH OZONE PARK
281015,2011-06-20 19:13:32,2011-06-20 22:45:22,NYPD,Homeless Encampment,,NEW YORK
281016,2011-06-20 20:36:45,2011-06-20 22:18:56,NYPD,Noise - Residential,Loud Music/Party,JAMAICA
281017,2011-06-20 20:59:44,2011-06-20 22:54:29,NYPD,Noise - Residential,Loud Music/Party,NEW YORK
281018,2011-06-20 21:05:53,2011-06-20 22:36:10,NYPD,Bike/Roller/Skate Chronic,,FLUSHING
281019,2011-06-20 21:04:06,2011-06-20 23:12:55,NYPD,Illegal Parking,Overnight Commercial Storage,BRONX
281020,2011-06-20 21:16:13,2011-06-21 01:02:19,NYPD,Noise - Residential,Loud Music/Party,BRONX
281021,2011-06-20 21:33:06,2011-06-20 22:30:06,NYPD,Noise - Residential,Banging/Pounding,BRONX
281022,2011-06-20 21:30:42,2011-06-21 08:11:40,NYPD,Noise - Residential,Banging/Pounding,NEW YORK
281023,2011-06-20 22:28:34,2011-06-20 22:43:19,NYPD,Noise - Residential,Banging/Pounding,BRONX
281024,2011-06-20 22:40:47,2011-06-21 04:24:42,NYPD,Derelict Vehicle,With License Plate,RIDGEWOOD
281025,2011-06-20 22:47:11,2011-06-21 13:22:14,NYPD,Noise - Residential,Loud Television,BRONX
281026,2011-06-20 22:55:54,2011-06-21 00:55:09,NYPD,Noise - Residential,Loud Music/Party,BROOKLYN
281027,2011-06-20 23:00:29,2011-06-21 00:03:15,NYPD,Noise - Street/Sidewalk,Loud Music/Party,BROOKLYN
281028,2011-06-20 23:25:58,2011-06-20 23:55:56,NYPD,Noise - Residential,Loud Music/Party,BRONX
281029,2011-06-20 23:40:50,2011-06-21 03:54:25,NYPD,Noise - Park,Loud Talking,BRONX
281030,2011-06-20 18:32:15,2011-06-20 23:20:09,NYPD,Noise - Residential,Banging/Pounding,BROOKLYN
281031,2011-06-20 20:03:44,2011-06-20 20:30:01,NYPD,Noise - Residential,Banging/Pounding,BRONX
281032,2011-06-20 20:45:57,2011-06-20 22:10:47,NYPD,Derelict Vehicle,With License Plate,JAMAICA
281033,2011-06-20 21:00:13,2011-06-21 00:23:35,NYPD,Noise - Residential,Loud Music/Party,BROOKLYN
281034,2011-06-20 21:24:23,2011-06-22 16:01:20,DCA,DCA / DOH New License Application Request,Seasonal Mobile Food Vendor License,
281035,2011-06-20 09:31:00,2011-06-20 11:20:00,DOT,Traffic Signal Condition,Controller,
281036,2011-06-20 21:14:18,2011-06-20 23:12:54,NYPD,Illegal Parking,Blocked Hydrant,RIDGEWOOD
281037,2011-06-20 21:21:06,2011-06-20 21:51:32,NYPD,Illegal Fireworks,,BROOKLYN
281038,2011-06-20 21:27:56,2011-07-15 07:47:42,DOT,Street Sign - Damaged,St Name - Attached to Pole,STATEN ISLAND
281039,2011-06-20 21:42:38,2011-06-20 22:09:47,NYPD,Noise - Residential,Loud Music/Party,BRONX
281040,2011-06-20 21:55:03,2011-06-20 23:27:17,NYPD,Noise - Residential,Loud Talking,REGO PARK
281041,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BRONX
281042,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BROOKLYN
281043,2011-06-20 00:00:00,2011-07-07 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,NEW YORK
281044,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BRONX
281045,2011-06-20 00:00:00,2011-06-25 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,NEW YORK
281046,2011-06-20 00:00:00,2011-07-05 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BROOKLYN
281047,2011-06-20 00:00:00,2011-07-10 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,ASTORIA
281048,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,HEATING,HEAT,BROOKLYN
281049,2011-06-20 00:00:00,2011-07-08 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
281050,2011-06-20 00:00:00,2011-07-05 00:00:00,HPD,PAINT - PLASTER,WALLS,ASTORIA
281051,2011-06-20 00:00:00,2011-07-05 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
281052,2011-06-20 00:00:00,2011-07-05 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
281053,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,GENERAL CONSTRUCTION,MAIL-BOX,BROOKLYN
281054,2011-06-20 00:00:00,2011-06-25 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
281055,2011-06-20 00:00:00,,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
281056,2011-06-20 00:00:00,2011-07-13 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
281057,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
281058,2011-06-20 00:00:00,2011-07-06 00:00:00,HPD,NONCONST,VERMIN,ASTORIA
281059,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,NONCONST,VERMIN,ASTORIA
281060,2011-06-20 00:00:00,2011-07-08 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
281061,2011-06-20 00:00:00,2011-07-05 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
281062,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,PAINT - PLASTER,CABINETS,BRONX
281063,2011-06-20 00:00:00,,HPD,PAINT - PLASTER,CEILING,BRONX
281064,2011-06-20 13:39:00,2011-06-20 13:39:00,DOT,Street Light Condition,Street Light Out,
281065,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,PAINT - PLASTER,CEILING,CORONA
281066,2011-06-20 00:00:00,2011-06-22 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
281067,2011-06-20 00:00:00,2011-06-22 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
281068,2011-06-20 00:00:00,,HPD,PAINT - PLASTER,CEILING,BRONX
281069,2011-06-20 00:00:00,2011-07-21 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
281070,2011-06-20 00:00:00,,HPD,PAINT - PLASTER,WALLS,NEW YORK
281071,2011-06-20 00:00:00,2011-07-17 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
281072,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
281073,2011-06-20 00:00:00,2011-07-08 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
281074,2011-06-20 00:00:00,2011-07-28 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
281075,2011-06-20 00:00:00,2011-06-22 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
281076,2011-06-20 00:00:00,2011-07-07 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
281077,2011-06-20 00:00:00,,HPD,PAINT - PLASTER,WALLS,FLUSHING
281078,2011-06-20 00:00:00,2011-07-14 00:00:00,HPD,PAINT - PLASTER,WALLS,FLUSHING
281079,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
281080,2011-06-20 00:00:00,2011-06-22 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
281081,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
281082,2011-06-20 00:00:00,2011-07-15 00:00:00,HPD,PLUMBING,WATER-LEAKS,JACKSON HEIGHTS
281083,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,PLUMBING,WATER-LEAKS,NEW YORK
281084,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
281085,2011-06-20 00:00:00,,HPD,PLUMBING,WATER-LEAKS,SOUTH RICHMOND HILL
281086,2011-06-20 00:00:00,,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
281087,2011-06-20 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BROOKLYN
281088,2011-06-20 00:00:00,2011-08-10 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,RIDGEWOOD
281089,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
281090,2011-06-20 00:00:00,2011-07-07 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BROOKLYN
281091,2011-06-20 00:00:00,2011-07-01 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,NEW YORK
281092,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,GENERAL CONSTRUCTION,STAIRS,BROOKLYN
281093,2011-06-20 00:00:00,2011-07-10 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
281094,2011-06-20 00:00:00,2011-07-08 00:00:00,HPD,GENERAL CONSTRUCTION,VENTILATION SYSTEM,BRONX
281095,2011-06-20 00:00:00,2011-07-21 00:00:00,HPD,GENERAL CONSTRUCTION,VENTILATION SYSTEM,NEW YORK
281096,2011-06-20 00:00:00,2011-07-05 00:00:00,HPD,GENERAL CONSTRUCTION,WINDOWS,BROOKLYN
281097,2011-06-20 00:00:00,2011-06-22 00:00:00,HPD,GENERAL CONSTRUCTION,WINDOWS,BRONX
281098,2011-06-20 00:00:00,2011-07-05 00:00:00,HPD,GENERAL CONSTRUCTION,WINDOWS,BRONX
281099,2011-06-20 00:00:00,2011-07-06 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
281100,2011-06-20 00:00:00,2011-07-11 00:00:00,HPD,PAINT - PLASTER,CEILING,FAR ROCKAWAY
281101,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
281102,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
281103,2011-06-20 00:00:00,2011-07-21 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
281104,2011-06-20 00:00:00,,HPD,PAINT - PLASTER,CEILING,OZONE PARK
281105,2011-06-20 00:00:00,2011-07-11 00:00:00,HPD,PAINT - PLASTER,CEILING,FAR ROCKAWAY
281106,2011-06-20 00:00:00,2011-07-08 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
281107,2011-06-19 17:58:41,,DOT,Street Condition,Wear & Tear,BROOKLYN
281108,2011-06-19 20:56:00,2011-07-01 08:38:00,DOT,Street Condition,Pothole,BROOKLYN
281109,2011-06-20 00:49:12,2011-06-25 13:50:00,DOT,Street Condition,Pothole,BROOKLYN
281110,2011-06-20 07:54:20,2011-06-29 13:45:00,DOT,Street Condition,Pothole,BROOKLYN
281111,2011-06-20 09:29:34,2011-06-27 13:10:00,DOT,Street Condition,Pothole,BROOKLYN
281112,2011-06-20 09:36:21,2011-06-25 09:50:00,DOT,Street Condition,Pothole,BROOKLYN
281113,2011-06-20 13:39:36,2011-07-01 09:55:00,DOT,Street Condition,Pothole,MASPETH
281114,2011-06-20 00:00:00,2011-06-25 00:00:00,HPD,GENERAL CONSTRUCTION,WINDOWS,BRONX
281115,2011-06-20 00:00:00,2011-07-05 00:00:00,HPD,NONCONST,CARBON MONOXIDE,BROOKLYN
281116,2011-06-20 08:24:52,2011-06-25 15:10:00,DOT,Street Condition,Pothole,NEW YORK
281117,2011-06-20 09:32:25,2011-06-22 16:35:00,DOT,Street Condition,Pothole,NEW YORK
281118,2011-06-20 09:56:49,2011-06-24 22:02:00,DOT,Street Condition,Pothole,NEW YORK
281119,2011-06-20 10:50:59,2011-06-23 20:00:00,DOT,Street Condition,Pothole,NEW YORK
281120,2011-06-20 11:00:30,2011-06-23 23:00:00,DOT,Street Condition,Pothole,NEW YORK
281121,2011-06-20 11:05:04,2011-06-30 02:00:00,DOT,Street Condition,Pothole,NEW YORK
281122,2011-06-20 12:03:49,2011-06-23 01:05:00,DOT,Street Condition,Pothole,NEW YORK
281123,2011-06-20 12:50:40,2011-06-23 01:58:00,DOT,Street Condition,Pothole,NEW YORK
281124,2011-06-19 13:09:31,2011-06-19 23:45:00,DOT,Street Condition,Pothole,NEW YORK
281125,2011-06-20 14:31:17,2011-06-26 09:45:00,DOT,Street Condition,Pothole,NEW YORK
281126,2011-06-19 14:58:33,2011-06-20 08:40:00,DOT,Street Condition,Pothole,NEW YORK
281127,2011-06-20 15:16:16,2011-06-23 01:30:00,DOT,Street Condition,Pothole,NEW YORK
281128,2011-06-20 16:38:40,2011-06-23 16:55:00,DOT,Street Condition,Pothole,NEW YORK
281129,2011-06-20 16:42:33,2011-06-23 19:15:00,DOT,Street Condition,Pothole,NEW YORK
281130,2011-06-20 00:00:00,,HPD,PAINT - PLASTER,CEILING,BROOKLYN
281131,2011-06-20 00:00:00,2011-07-07 00:00:00,HPD,PAINT - PLASTER,CEILING,NEW YORK
281132,2011-06-20 00:00:00,2011-07-16 00:00:00,HPD,PAINT - PLASTER,CEILING,JAMAICA
281133,2011-06-20 00:00:00,,HPD,PAINT - PLASTER,CEILING,BRONX
281134,2011-06-20 00:00:00,2011-07-10 00:00:00,HPD,PAINT - PLASTER,DOORS/FRAME,ASTORIA
281135,2011-06-20 00:00:00,,HPD,PAINT - PLASTER,WALLS,BRONX
281136,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
281137,2011-06-20 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,WALLS,JACKSON HEIGHTS
281138,2011-06-20 00:00:00,2011-07-07 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
281139,2011-06-20 00:00:00,2011-06-25 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
281140,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,NONCONST,JANITOR-SUPER,BROOKLYN
281141,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,NONCONST,RUBBISH,NEW YORK
281142,2011-06-20 00:00:00,2011-06-22 00:00:00,HPD,NONCONST,RUBBISH,STATEN ISLAND
281143,2011-06-20 00:00:00,2011-07-05 00:00:00,HPD,NONCONST,SMOKE-DETECTOR,FLUSHING
281144,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
281145,2011-06-20 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,VERMIN,BRONX
281146,2011-06-20 00:00:00,2011-07-05 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
281147,2011-06-20 00:00:00,2011-06-22 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
281148,2011-06-19 21:12:44,2011-06-30 12:46:00,DOT,Street Condition,Pothole,STATEN ISLAND
281149,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
281150,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
281151,2011-06-20 00:00:00,2011-07-06 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
281152,2011-06-20 00:00:00,2011-07-06 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
281153,2011-06-20 00:00:00,2011-06-22 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
281154,2011-06-20 00:00:00,2011-07-21 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
281155,2011-06-20 00:00:00,2011-07-08 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
281156,2011-06-20 00:00:00,2011-07-17 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
281157,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
281158,2011-06-20 00:00:00,2011-07-06 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
281159,2011-06-20 00:00:00,2011-06-22 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
281160,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
281161,2011-06-19 18:44:59,2011-06-30 11:45:00,DOT,Street Condition,Pothole,FAR ROCKAWAY
281162,2011-06-20 08:21:02,2011-06-30 08:50:00,DOT,Street Condition,Pothole,OZONE PARK
281163,2011-06-20 08:35:39,2011-06-29 09:41:00,DOT,Street Condition,Pothole,WHITESTONE
281164,2011-06-20 08:45:24,2011-06-30 10:05:00,DOT,Street Condition,Pothole,SPRINGFIELD GARDENS
281165,2011-06-20 10:50:53,2011-06-28 13:00:00,DOT,Street Condition,Pothole,FAR ROCKAWAY
281166,2011-06-20 11:10:48,2011-06-28 11:15:00,DOT,Street Condition,Pothole,RIDGEWOOD
281167,2011-06-20 11:12:00,2011-06-28 09:32:00,DOT,Street Condition,Pothole,REGO PARK
281168,2011-06-20 12:27:14,2011-06-21 17:15:00,DOT,Street Condition,Pothole,CORONA
281169,2011-06-20 12:50:12,2011-06-28 07:40:00,DOT,Street Condition,Pothole,QUEENS
281170,2011-06-20 13:05:28,2011-06-28 08:50:00,DOT,Street Condition,Pothole,JAMAICA
281171,2011-06-20 13:07:39,2011-06-28 08:40:00,DOT,Street Condition,Pothole,JAMAICA
281172,2011-06-20 13:09:31,,DOT,Street Condition,Pothole,JAMAICA
281173,2011-06-20 13:35:17,2011-06-23 08:05:00,DOT,Street Condition,Pothole,MIDDLE VILLAGE
281174,2011-06-20 13:37:14,2011-06-28 08:55:00,DOT,Street Condition,Pothole,WOODHAVEN
281175,2011-06-20 13:38:27,2011-07-01 09:07:00,DOT,Street Condition,Pothole,MIDDLE VILLAGE
281176,2011-06-20 00:00:00,2011-06-24 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
281177,2011-06-20 00:00:00,2011-07-13 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
281178,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
281179,2011-06-20 00:00:00,2011-07-05 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
281180,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
281181,2011-06-20 00:00:00,2011-06-22 00:00:00,HPD,NONCONST,VERMIN,STATEN ISLAND
281182,2011-06-20 00:00:00,2011-06-23 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
281183,2011-06-19 21:14:32,2011-06-30 09:45:00,DOT,Street Condition,Pothole,STATEN ISLAND
281184,2011-06-19 23:31:31,2011-07-01 10:00:00,DOT,Street Condition,Pothole,
281185,2011-06-19 23:34:04,2011-06-28 08:30:00,DOT,Street Condition,Pothole,STATEN ISLAND
281186,2011-06-20 06:30:25,2011-06-20 06:30:25,DOT,Street Condition,Pothole,STATEN ISLAND
281187,2011-06-20 07:46:40,2011-06-30 12:20:00,DOT,Street Condition,Pothole,STATEN ISLAND
281188,2011-06-20 07:46:53,2011-06-30 10:10:00,DOT,Street Condition,Pothole,STATEN ISLAND
281189,2011-06-20 07:47:19,2011-06-29 11:00:00,DOT,Street Condition,Pothole,STATEN ISLAND
281190,2011-06-20 07:50:02,,DOT,Street Condition,General Bad Condition,STATEN ISLAND
281191,2011-06-20 08:09:55,2011-06-29 00:00:00,DOT,Street Condition,Pothole,STATEN ISLAND
281192,2011-06-20 08:12:27,2011-06-21 00:00:00,DOT,Street Condition,Pothole,STATEN ISLAND
281193,2011-06-20 08:16:39,2011-06-28 12:40:00,DOT,Street Condition,Pothole,STATEN ISLAND
281194,2011-06-20 08:20:24,2011-06-30 09:20:00,DOT,Street Condition,Pothole,STATEN ISLAND
281195,2011-06-20 09:33:49,2011-06-30 11:00:00,DOT,Street Condition,Pothole,STATEN ISLAND
281196,2011-06-20 10:05:23,2011-06-28 10:35:00,DOT,Street Condition,Pothole,STATEN ISLAND
281197,2011-06-20 10:09:13,2011-06-28 08:05:00,DOT,Street Condition,Pothole,STATEN ISLAND
281198,2011-06-20 10:16:51,2011-06-30 13:20:00,DOT,Street Condition,Pothole,STATEN ISLAND
281199,2011-06-20 10:19:52,2011-07-01 09:25:00,DOT,Street Condition,Pothole,STATEN ISLAND
281200,2011-06-20 10:39:19,2011-06-28 09:45:00,DOT,Street Condition,Pothole,STATEN ISLAND
281201,2011-06-20 11:24:44,2011-06-28 10:10:00,DOT,Street Condition,Pothole,STATEN ISLAND
281202,2011-06-20 11:26:55,2011-06-30 10:41:00,DOT,Street Condition,Pothole,STATEN ISLAND
281203,2011-06-20 11:54:25,2011-06-28 09:40:00,DOT,Street Condition,Pothole,STATEN ISLAND
281204,2011-06-19 07:00:00,2011-06-20 10:35:00,DOT,Street Condition,Pothole,STATEN ISLAND
