,Citation Number,Date Issued,Time Issued,Location,District,Cited Person Sex,Cited Person Race,Cited Person Age,Offense Code,Offense Description,Officer Age,Officer Sex,Officer Race,Quarter,Year
848,   C12082,2019-09-10 00:00:00,22:26:00,W DOYLE AVE & S CURRY PIKE,LMS29,M,W,20,9-18-2-7,EXPIRED LICENSE PLATES,39,M,W,3,2019
849,   C11993,2019-08-22 00:00:00,09:43:00,900 S ROGERS ST,LB412,M,W,29,9-18-2-27,FALSE REGISTRATION,49,M,W,3,2019
850,   C11774,2019-07-13 00:00:00,09:00:00,S COLLEGE AVE & W 3RD ST,LB103,M,B,36,9-18-2-7,EXPIRED LICENSE PLATES,49,M,W,3,2019
851,   C11843,2019-07-25 00:00:00,11:25:00,MILE MARKER 118 NB I69; ON I69 ROUTE,LB404,M,W,24,9-21-5-2,SPEED MAXIMUM,49,M,W,3,2019
852,   C11997,2019-08-22 00:00:00,09:43:00,900 S ROGERS ST,LB412,M,W,29,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,49,M,W,3,2019
853,   C11773,2019-07-13 00:00:00,09:00:00,S COLLEGE AVE & W 3RD ST,LB103,M,B,36,9-24-19-1,DRIVING WHILE SUSPENDED,49,M,W,3,2019
854,   C11717,2019-07-02 00:00:00,10:00:00,I69-37 & W 3RD ST ENTR NB,LB523,M,W,27,9-24-13-3,POSSESSION & DISPLAY OF DL AND PERMIT REQUIRED,49,M,W,3,2019
855,   C11731,2019-07-06 00:00:00,20:56:00,W 3RD ST & S GATES DR,LB403,F,A,39,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,32,F,W,3,2019
856,   C11862,2019-07-30 00:00:00,15:22:00,S WEIMER RD & W BLOOMFIELD RD,LB415,M,W,27,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,32,F,W,3,2019
857,   C12039,2019-08-30 00:00:00,23:55:00,W STATE ROAD 45 46 BYPASS & N KINSER PIKE,LB511,M,W,45,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,32,F,W,3,2019
858,   C11714,2019-07-01 00:00:00,02:10:00,S ROGERS ST & W DRISCOLL DR,LB412,M,W,44,9-21-8-25,"TURNS, SIGNALING",23,F,W,3,2019
859,   C12095,2019-09-13 00:00:00,16:52:00,W 3RD ST & S GATES DR,LB403,M,W,48,35-45-3-2,LITTERING,23,F,W,3,2019
860,   C12139,2019-09-24 00:00:00,21:21:00,N MONROE ST & W 17TH ST,LB517,F,W,23,9-21-8-2,LEFT OF CENTER,23,F,W,3,2019
861,   C12128,2019-09-20 00:00:00,16:28:00,S ROGERS ST & W 1ST ST,LB409,F,W,58,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,23,F,W,3,2019
862,   C12094,2019-09-13 00:00:00,16:42:00,W 3RD ST & S GATES DR,LB403,M,W,48,9-24-19-1,DRIVING WHILE SUSPENDED,23,F,W,3,2019
863,   C11782,2019-07-15 00:00:00,00:00:00,11TH & ROGERS,LB519,M,W,23,9-21-8-32,DISREGARDING STOP SIGN,23,F,W,3,2019
864,   C12073,2019-09-10 00:00:00,16:01:00,S ROGERS ST & W HOWE ST,LB409,F,W,37,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,23,F,W,3,2019
865,   C11798,2019-07-18 00:00:00,22:53:00,13TH & WALNUT,Unknown,F,U,21,9-18-2-7,EXPIRED LICENSE PLATES,23,F,W,3,2019
866,   C12049,2019-09-05 00:00:00,16:20:00,SMITH AVE & S COLLEGE AVE,LB103,F,W,29,9-24-19-1,DRIVING WHILE SUSPENDED,23,F,W,3,2019
867,   C12050,2019-09-05 00:00:00,16:20:00,SMITH AVE & S COLLEGE AVE,LB103,F,W,29,9-21-8-9,WRONG WAY ON ONE WAY,23,F,W,3,2019
868,   C11713,2019-07-01 00:00:00,02:10:00,S ROGERS ST & W DRISCOLL DR,LB412,M,W,44,9-30-15-3,OPEN CONTAINERS IN PASSENGER COMPARTMENT,23,F,W,3,2019
869,   C12160,2019-09-28 00:00:00,00:10:00,321 N WASHINGTON ST,LB102,M,U,21,14.09.030,NOISE VIOLATION,31,M,O,3,2019
870,   C11722,2019-07-04 00:00:00,16:00:00,S HENDERSON ST & E WYLIE FARM RD,LB327,M,W,30,9-21-8-32,DISREGARDING STOP SIGN,31,M,O,3,2019
871,   C12130,2019-09-21 00:00:00,00:21:00,N ROGERS ST & W 7TH ST,LB101,M,W,48,9-18-2-7,EXPIRED LICENSE PLATES,31,M,O,3,2019
872,   C12071,2019-09-11 00:00:00,03:05:00,W 2ND ST & S PATTERSON DR,LB406,M,W,26,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,O,3,2019
873,   C12072,2019-09-11 00:00:00,03:05:00,W 2ND ST & S PATTERSON DR,LB406,M,W,26,9-18-2-32,IMPROPER LICENSE PLATE SPECIFICATION,31,M,O,3,2019
874,   C12084,2019-09-12 00:00:00,05:00:00,N WILLIS DR & W 17TH ST,LB518,M,B,28,9-19-18-2,METAL TIRES PROHIBITIED ON ROA,31,M,O,3,2019
875,   C11718,2019-07-02 00:00:00,15:28:00,S LINCOLN ST & E 3RD ST,LB104,M,W,36,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,31,M,O,3,2019
876,   C11987,2019-08-19 00:00:00,04:50:00,1401 N DUNN ST,LB212,M,W,19,14.09.030,NOISE VIOLATION,27,M,W,3,2019
877,   C11893,2019-08-04 00:00:00,03:26:00,430 E KIRKWOOD AVE,LB104,M,B,25,14.20.020,DISCHARGING FIREARM IN CITY LIMITS,27,M,W,3,2019
878,   C11880,2019-08-04 00:00:00,03:27:00,SMITH & GRANT ST,LB104,M,B,25,9-21-8-32,DISREGARDING STOP SIGN,27,M,W,3,2019
879,   C12090,2019-09-07 00:00:00,23:30:00,120 S KINGSTON DR; APT 45,LB221,M,L,20,14.09.030,NOISE VIOLATION,27,M,W,3,2019
880,   C12058,2019-09-07 00:00:00,01:52:00,E 17TH ST & N STATE ROAD 45 46 BYPASS,LIU05,F,B,20,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,3,2019
881,   C11878,2019-08-04 00:00:00,03:27:00,S GRANT ST & E 4TH ST,LB104,M,B,25,9-21-8-32,DISREGARDING STOP SIGN,27,M,W,3,2019
882,   C11879,2019-08-04 00:00:00,03:27:00,S GRANT ST & E 3RD ST,LB104,M,B,25,9-21-8-32,DISREGARDING STOP SIGN,27,M,W,3,2019
883,   C12099,2019-09-14 00:00:00,03:01:00,302 N CLARK ST,LB222,F,W,32,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,3,2019
884,   C11940,2019-08-11 00:00:00,03:03:00,S LINCOLN ST & E 3RD ST,LB104,M,W,23,9-21-7-2,LIGHTS; TIME FOR DISPLAY; EXCEPTION,26,M,W,3,2019
885,   C11940,2019-08-11 00:00:00,03:03:00,S LINCOLN ST & E 3RD ST,LB104,M,W,23,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,26,M,W,3,2019
886,   C11940,2019-08-11 00:00:00,03:03:00,S LINCOLN ST & E 3RD ST,LB104,M,W,23,9-21-8-11,LANE MOVEMENT--UNSAFE; RULES FOR 3 LANES,26,M,W,3,2019
887,   C11771,2019-07-15 00:00:00,22:54:00,S PATTERSON DR & W ALLEN ST,LB412,M,L,26,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,26,M,W,3,2019
888,   C12159,2019-09-28 00:00:00,04:30:00,425 N WALNUT ST,LB101,M,W,119,14.09.030,NOISE VIOLATION,45,M,W,3,2019
889,   C11892,2019-08-03 00:00:00,08:40:00,W 3RD ST & S LANDMARK AVE,LB522,F,U,74,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,33,M,W,3,2019
890,   C11858,2019-07-29 00:00:00,17:34:00,W BLOOMFIELD RD & I69,LB417,F,W,32,9-21-8-25,"TURNS, SIGNALING",33,M,W,3,2019
891,   C11808,2019-07-21 00:00:00,17:13:00,E 3RD ST & S PETE ELLIS DR,LB305,M,U,26,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,33,M,W,3,2019
892,   C11854,2019-07-27 00:00:00,19:13:00,S WALNUT ST & E WINSLOW RD,LB422,F,U,44,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,33,M,W,3,2019
893,   C11855,2019-07-27 00:00:00,19:01:00,S WALNUT ST & E SOUTH DR,LB422,M,W,22,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,33,M,W,3,2019
894,   C11900,2019-08-06 00:00:00,15:51:00,E MILLER DR & S WALNUT ST,LB421,F,B,48,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,33,M,W,3,2019
895,   C11870,2019-07-30 00:00:00,15:17:00,N DUNN ST & E 7TH ST,LB102,M,W,119,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,33,M,W,3,2019
896,   C11948,2019-08-11 00:00:00,13:20:00,E 3RD ST & S SMITH RD,LB219,F,W,30,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,33,M,W,3,2019
897,   C11965,2019-08-15 00:00:00,17:00:00,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB209,F,W,25,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,33,M,W,3,2019
898,   C11890,2019-08-05 00:00:00,16:36:00,2700 N WALNUT ST; SPEEDWAY NORTH,LB208,M,L,31,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,33,M,W,3,2019
899,   C12035,2019-08-31 00:00:00,21:14:00,N ROGERS ST & W 6TH ST,LB101,M,W,22,9-30-15-3,OPEN CONTAINERS IN PASSENGER COMPARTMENT,33,M,W,3,2019
900,   C11846,2019-07-26 00:00:00,18:05:00,S WALNUT STREET PIKE & E WINSLOW RD,LB327,F,W,30,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,33,M,W,3,2019
901,   C11963,2019-08-14 00:00:00,17:30:00,301 N COLLEGE AVE; MONROE COUNTY JUSTICE BUILDING,LMNC,F,W,34,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,33,M,W,3,2019
902,   C11781,2019-07-16 00:00:00,15:31:00,W 11TH ST & N ADAMS ST,LB517,F,W,27,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,3,2019
903,   C12115,2019-09-18 00:00:00,21:11:00,S MILTON DR & W GRAHAM DR,LB423,F,W,44,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,3,2019
904,   C12038,2019-08-30 00:00:00,20:50:00,S FAIRVIEW ST & S PATTERSON DR,LB412,F,W,24,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,3,2019
905,   C11723,2019-07-04 00:00:00,17:49:00,S PATTERSON DR & W 3RD ST,LB406,M,B,26,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,3,2019
906,   C11845,2019-07-26 00:00:00,15:46:00,W 2ND ST & S COLLEGE AVE,LB410,M,W,37,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,3,2019
907,   C11764,2019-07-12 00:00:00,16:29:00,200 E STATE ROAD 45 46 BYPASS; DAYS INN BLOOMINGTON,LB212,F,W,36,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,3,2019
908,   C11873,2019-07-31 00:00:00,19:34:00,811 N GRANT ST,LB213,F,W,52,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,W,3,2019
909,   C11863,2019-07-30 00:00:00,16:42:00,415 E 17TH ST,LB212,M,W,48,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,W,3,2019
910,   C11823,2019-07-20 00:00:00,20:20:00,N DUNN ST & E 17TH ST,LB214,M,W,48,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,W,3,2019
911,   C11769,2019-07-14 00:00:00,16:07:00,250 S PETE ELLIS DR; PIZZA HUT EAST,LB221,F,W,57,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,W,3,2019
912,   C11844,2019-07-25 00:00:00,19:25:00,N ILLINOIS ST & W 12TH ST,LB517,F,W,20,9-24-7-4,LEARNERS PERMIT,29,M,W,3,2019
913,   C11844,2019-07-25 00:00:00,19:25:00,N ILLINOIS ST & W 12TH ST,LB517,F,W,20,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,29,M,W,3,2019
914,   C11729,2019-07-05 00:00:00,17:07:00,N COLLEGE AVE & W 7TH ST,LB101,M,B,46,9-24-19-1,DRIVING WHILE SUSPENDED,29,M,W,3,2019
915,   C11899,2019-08-06 00:00:00,10:10:00,S MORTON ST & W 2ND ST,LB409,F,W,27,9-18-2-1,REGISTRATION REQUIRED W/IN 60D,37,M,W,3,2019
916,   C11721,2019-07-03 00:00:00,12:57:00,N CRESCENT RD & W FOUNTAIN DR,LB516,F,W,22,9-24-19-1,DRIVING WHILE SUSPENDED,41,M,W,3,2019
917,   C11772,2019-07-14 00:00:00,07:05:00,W 3RD ST & S MULLER PKWY,LB522,F,W,26,9-21-5-2,SPEED MAXIMUM,41,M,W,3,2019
918,   C11962,2019-08-13 00:00:00,20:27:00,S WALNUT STREET PIKE & E BURKS DR,LB336,M,W,20,9-30-5-8.5,"OP VEH W/.02-.08 BAC, < 21 YRS",32,M,W,3,2019
919,   C11976,2019-08-16 00:00:00,14:48:00,S WALNUT ST & E SMITH AVE,LB103,M,U,31,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,32,M,W,3,2019
920,   C11961,2019-08-13 00:00:00,20:27:00,S WALNUT STREET PIKE & E BURKS DR,LB336,M,W,20,9-30-15-3,OPEN CONTAINERS IN PASSENGER COMPARTMENT,32,M,W,3,2019
921,   C11825,2019-07-22 00:00:00,09:14:00,S WALNUT ST & E GRIMES LN,LB411,F,U,21,9-19-10-8,SEATBELT VIOLATION PASSENGER,40,M,W,3,2019
922,   C11891,2019-08-03 00:00:00,15:44:00,E 3RD ST & S KINGSTON DR,LB305,M,W,43,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,3,2019
923,   C11938,2019-08-09 00:00:00,15:09:00,N MONROE ST & W GOURLEY PIKE,LB514,F,U,37,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,26,M,W,3,2019
924,   C11872,2019-07-31 00:00:00,22:49:00,809 W KIRKWOOD AVE,LB408,M,W,25,9-21-8-25,"TURNS, SIGNALING",26,M,W,3,2019
925,   C12007,2019-08-24 00:00:00,16:07:00,403 E 20TH ST; APT B,LB212,M,U,21,14.09.030,NOISE VIOLATION,26,M,W,3,2019
926,   C11877,2019-08-03 00:00:00,19:10:00,2721 E 3RD ST; BEST BUY,LB221,F,W,22,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,26,M,W,3,2019
927,   C11894,2019-08-05 00:00:00,15:30:00,619 W HOWE ST; BUILDING TRADES PARK,LB409,F,W,50,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,39,M,W,3,2019
928,   C11888,2019-08-02 00:00:00,13:05:00,S HENDERSON ST & E WINSLOW RD,LB327,M,B,50,9-18-2-7,EXPIRED LICENSE PLATES,31,M,W,3,2019
929,   C11856,2019-07-29 00:00:00,05:36:00,S WALNUT STREET PIKE & E BURKS DR,LB336,M,B,35,9-30-5-2,OPERATING WHILE INTOXICATED,24,M,W,3,2019
930,   C12018,2019-08-26 00:00:00,15:08:00,N ILLINOIS ST & W 15TH ST,LB517,M,W,22,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,29,F,A,3,2019
931,   C12008,2019-08-25 00:00:00,10:32:00,W 3RD ST & S CORY LN,LB522,M,S,24,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,29,F,A,3,2019
932,   C12080,2019-09-09 00:00:00,15:52:00,N WALDRON ST & W 6TH ST,LB520,M,W,37,9-24-19-1,DRIVING WHILE SUSPENDED,29,F,A,3,2019
933,   C12010,2019-08-25 00:00:00,08:57:00,W 3RD ST & S MULLER PKWY,LB522,M,W,29,9-24-19-1,DRIVING WHILE SUSPENDED,29,F,A,3,2019
934,   C12006,2019-08-24 00:00:00,10:01:00,S COLLEGE AVE & W KIRKWOOD AVE,LB101,M,W,27,9-24-19-1,DRIVING WHILE SUSPENDED,29,F,A,3,2019
935,   C12005,2019-08-23 00:00:00,18:13:00,W KIRKWOOD AVE & N ADAMS ST,LB521,M,W,40,9-18.1-4-5,OPERATING VEH W/OUT PROPER PROOF OF REGISTRATION,29,F,A,3,2019
936,   C11871,2019-07-30 00:00:00,15:43:00,N ADAMS ST & W FOUNTAIN DR,LB521,F,B,20,9-24-19-1,DRIVING WHILE SUSPENDED,29,F,A,3,2019
937,   C12123,2019-09-18 00:00:00,15:50:00,W 3RD ST & S GATES DR,LB403,M,W,49,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,29,F,A,3,2019
938,   C12123,2019-09-18 00:00:00,15:50:00,W 3RD ST & S GATES DR,LB403,M,W,49,9-24-1-1,"LICENSES, CLASSES OF",29,F,A,3,2019
939,   C12123,2019-09-18 00:00:00,15:50:00,W 3RD ST & S GATES DR,LB403,M,W,49,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,29,F,A,3,2019
940,   C11980,2019-08-17 00:00:00,14:30:00,S WALNUT ST & E 2ND ST,LB410,F,W,39,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,29,F,A,3,2019
941,   C12142,2019-09-24 00:00:00,17:50:00,W 3RD ST & S MULLER PKWY,LB522,M,W,25,9-24-19-1,DRIVING WHILE SUSPENDED,29,F,A,3,2019
942,   C12017,2019-08-26 00:00:00,15:08:00,N ILLINOIS ST & W 15TH ST,LB517,M,W,22,9-18.1-4-5,OPERATING VEH W/OUT PROPER PROOF OF REGISTRATION,29,F,A,3,2019
943,   C11897,2019-08-06 00:00:00,20:23:00,S WALNUT ST & E DIXIE ST,LB411,F,W,34,9-24-19-1,DRIVING WHILE SUSPENDED,33,M,W,3,2019
944,   C11887,2019-07-30 00:00:00,20:33:00,2500 S ROCKPORT RD; APT 1803,LB424,M,W,56,14.09.030,NOISE VIOLATION,24,F,W,3,2019
945,   C11753,2019-07-08 00:00:00,18:34:00,W STATE ROAD 45 & S LIBERTY DR,LB416,F,W,45,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,24,F,W,3,2019
946,   C11754,2019-07-08 00:00:00,15:23:00,S WALNUT ST & E GRIMES LN,LB411,F,W,23,9-24-19-1,DRIVING WHILE SUSPENDED,24,F,W,3,2019
947,   C11939,2019-08-09 00:00:00,17:30:00,E NORTH DR & S WALNUT ST,LB421,M,U,70,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,24,F,W,3,2019
948,   C11778,2019-07-14 00:00:00,18:02:00,S WALNUT STREET PIKE & E WINSLOW RD,LB327,F,U,45,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,24,F,W,3,2019
949,   C11810,2019-07-18 00:00:00,19:17:00,W FOUNTAIN DR & W 11TH ST,LB517,M,W,19,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,31,M,W,3,2019
950,   C11755,2019-07-07 00:00:00,14:37:00,411 S COLLEGE MALL RD,LB305,F,U,28,9-24-7-4,LEARNERS PERMIT,26,M,W,3,2019
951,   C11776,2019-07-15 00:00:00,11:55:00,N PETE ELLIS DR & E 10TH ST,LIU11,F,W,29,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,47,M,W,3,2019
952,   C12093,2019-09-13 00:00:00,00:30:00,S WALNUT ST & W 3RD ST,LB103,M,W,32,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,22,M,W,3,2019
953,   C12136,2019-09-23 00:00:00,16:48:00,101 W 2ND ST; SEMINARY PARK,LB410,M,B,47,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,22,M,W,3,2019
954,   C12091,2019-09-06 00:00:00,17:39:00,101 W 2ND ST; SEMINARY PARK,LB410,F,W,40,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,22,M,W,3,2019
955,   C11867,2019-07-29 00:00:00,14:34:00,E MILLER DR & S WALNUT ST,LB421,F,W,24,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,3,2019
956,   C11868,2019-07-29 00:00:00,18:26:00,S LINCOLN ST & E DODDS ST,LB314,M,W,27,9-21-8-32,DISREGARDING STOP SIGN,30,M,W,3,2019
957,   C12037,2019-09-01 00:00:00,21:08:00,N WALNUT ST & E 9TH ST,LB102,F,B,23,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,M,W,3,2019
958,   C11898,2019-08-06 00:00:00,15:55:00,S WALNUT ST & E GRIMES LN,LB411,F,W,22,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,M,W,3,2019
959,   C12143,2019-09-25 00:00:00,15:25:00,S WALNUT STREET PIKE & E WINSLOW RD,LB327,F,L,21,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,3,2019
960,   C11947,2019-08-12 00:00:00,15:27:00,S CURRY PIKE & W GIFFORD RD,LMS29,F,W,29,9-21-12-1,STOPPING FOR SCHOOL BUS,30,M,W,3,2019
961,   C11761,2019-07-09 00:00:00,16:16:00,W 3RD ST & S KIMBLE DR,LB404,F,W,23,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,3,2019
962,   C11889,2019-08-05 00:00:00,16:49:00,W KIRKWOOD AVE & N ADAMS ST,LB521,M,U,29,9-18.1-4-5,OPERATING VEH W/OUT PROPER PROOF OF REGISTRATION,30,M,W,3,2019
963,   C11889,2019-08-05 00:00:00,16:49:00,W KIRKWOOD AVE & N ADAMS ST,LB521,M,U,29,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,3,2019
964,   C12087,2019-09-11 00:00:00,14:01:00,S WALNUT ST & E 2ND ST,LB410,F,W,28,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,M,W,3,2019
965,   C12086,2019-09-11 00:00:00,14:20:00,N KINSER PIKE & W 17TH ST,LB519,M,W,58,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,M,W,3,2019
966,   C12079,2019-09-10 00:00:00,16:23:00,S WALNUT ST & E GRIMES LN,LB411,M,W,63,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,30,M,W,3,2019
967,   C12117,2019-09-18 00:00:00,20:57:00,1837 N KINSER PIKE; AVERS PIZZA NORTH,LB510,F,W,36,9-18.1-4-5,OPERATING VEH W/OUT PROPER PROOF OF REGISTRATION,30,M,W,3,2019
968,   C12116,2019-09-18 00:00:00,20:57:00,1837 N KINSER PIKE; AVERS PIZZA NORTH,LB510,F,W,36,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,30,M,W,3,2019
969,   C12104,2019-09-16 00:00:00,15:41:00,W 11TH ST & N SUMMIT ST,LB517,F,B,29,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,M,W,3,2019
970,   C11716,2019-07-01 00:00:00,16:22:00,S WALNUT STREET PIKE & E WINSLOW RD,LB327,F,W,79,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,M,W,3,2019
971,   C12048,2019-09-05 00:00:00,19:03:00,E 3RD ST & S WOODSCREST DR,LB222,M,W,78,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,B,3,2019
972,   C11983,2019-08-19 00:00:00,17:03:00,120 S KINGSTON DR,LB221,F,W,42,9-21-8-32,DISREGARDING STOP SIGN,25,M,B,3,2019
973,   C11732,2019-07-07 00:00:00,18:18:00,E 10TH ST & N STATE ROAD 45 46 BYPASS,LB222,M,W,31,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,B,3,2019
974,   C12075,2019-09-07 00:00:00,15:39:00,120 S KINGSTON DR,LB221,M,B,35,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,B,3,2019
975,   C12075,2019-09-07 00:00:00,15:39:00,120 S KINGSTON DR,LB221,M,B,35,9-21-8-32,DISREGARDING STOP SIGN,25,M,B,3,2019
976,   C11777,2019-07-14 00:00:00,14:36:00,S HIGH ST & E 2ND ST,LB303,M,U,23,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,B,3,2019
977,   C11929,2019-08-08 00:00:00,07:59:00,3300 N PROW RD,LB508,M,U,17,9-21-5-2,SPEED MAXIMUM,42,F,W,3,2019
978,   C12051,2019-09-06 00:00:00,10:44:00,W 3RD ST & S JOHNSON AVE,LB404,F,U,45,9-21-5-2,SPEED MAXIMUM,42,F,W,3,2019
979,   C12174,2019-10-03 00:00:00,17:45:00,W 11TH ST & N MONROE ST,LB517,F,W,39,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,4,2019
980,   C12375,2019-11-22 00:00:00,18:29:00,E MILLER DR & S WALNUT ST,LB421,F,W,53,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,4,2019
981,   C12422,2019-12-02 00:00:00,15:24:00,S WALNUT ST & E BURKS DR,LB434,M,U,26,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,4,2019
982,   C12348,2019-11-17 00:00:00,15:21:00,S WALNUT ST & E WINSLOW RD,LB422,M,W,49,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,4,2019
983,   C12340,2019-11-15 00:00:00,14:40:00,W 3RD ST & S GATES DR,LB403,M,W,35,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,4,2019
984,   C12341,2019-11-15 00:00:00,14:40:00,W 3RD ST & S GATES DR,LB403,M,W,35,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,26,M,W,4,2019
985,   C12175,2019-10-03 00:00:00,17:45:00,W 11TH ST & N MONROE ST,LB517,F,W,39,9-21-8-32,DISREGARDING STOP SIGN,26,M,W,4,2019
986,   C12509,2019-12-30 00:00:00,23:22:00,315 W GORDON PIKE; SOUTHCREST MOBILE HOME PARK,LMS16,F,W,36,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,26,M,W,4,2019
987,   C12301,2019-10-30 00:00:00,03:02:00,512 W HAYS CT,LB423,M,B,29,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,4,2019
988,   C12450,2019-12-11 00:00:00,16:56:00,3170 S WALNUT ST,LB433,F,W,30,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,26,M,W,4,2019
989,   C12503,2019-12-28 00:00:00,00:55:00,S WALNUT ST & E HILLSIDE DR,LB421,M,W,42,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,26,M,W,4,2019
990,   C12404,2019-12-02 00:00:00,22:45:00,W 2ND ST & S PATTERSON DR,LB406,M,U,21,9-18.1-11-5(a),FAILURE TO REGISTER,26,M,W,4,2019
991,   C12489,2019-12-22 00:00:00,22:19:00,MILE MARKER 118 SB I69; ON I69 ROUTE; ON I69 ROUTE,LB403,F,W,34,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,4,2019
992,   C12415,2019-12-03 00:00:00,02:22:00,S ALLENDALE DR & E WINSLOW RD,LB325,M,W,26,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,26,M,W,4,2019
993,   C12491,2019-12-22 00:00:00,00:53:00,S WALNUT ST & W GORDON PIKE,LB434,M,W,21,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,4,2019
994,   C12166,2019-10-01 00:00:00,20:30:00,E 3RD ST & S PETE ELLIS DR,LB305,M,S,20,9-21-8-29,INTERSECTION - RIGHT OF WAY,26,M,W,4,2019
