,Event ,District,Nature,How Received,Date,Time,Physical Contact,Less Lethal,Draw Weapon,Weapon Fired,Vehicle Pursuit,Foot Pursuit,Suspect Condition,Suspect Armed,Suspect Injured,Suspect Role,Officer Injured,Officer Exposed to BBP,Suspect Gender Female,Suspect Gender Male,Suspect Age,"Suspect Race Caucasian, Non-Hispanic","Suspect Race  Caucasian, Hispanic","Suspect Race African American, Non-Hispanic","Suspect Race African American, Hispanic","Suspect Race Indian/Alaskan Native, Non-Hispanic","Suspect Race Indian/Alaskan Native, Hispanic","Suspect Race Asian/Pacific Islander, Non-Hispanic","Suspect Race Asian/Pacific Islander, Hispanic",Year
389,B18-12769,3,BURGLARY IP,TELEPHONE,2018-03-31 00:00:00,20:25:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,INVOLVED,NO,NO,0.0,1.0,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
390,B18-12769,3,BURGLARY IP,TELEPHONE,2018-03-31 00:00:00,20:25:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,INVOLVED,NO,NO,1.0,0.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
391,B18-12904,3,FIGHT IP,TELEPHONE,2018-04-01 00:00:00,18:13:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
392,B18-13036,3,WEAPONS IP,911 LINE,2018-04-02 00:00:00,20:28:00,NO,NO,YES,NO,NO,NO,INTOXICATED,YES,NO,ARRESTEE,YES,YES,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
393,B18-13435,MCSO,WELFARE CHK IP,911 LINE,2018-04-05 00:00:00,16:41:00,YES,NO,YES,NO,NO,NO,INTOXICATED,YES,YES,ARRESTEE,NO,NO,1.0,0.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
394,B18-13484,5,SUSP ACT IP,OFFICER REPORT,2018-04-05 00:00:00,21:56:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,ARRESTEE,NO,NO,0.0,1.0,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
395,B18-13484,5,SUSP ACT IP,OFFICER REPORT,2018-04-05 00:00:00,21:56:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,MENTIONED ,NO,NO,0.0,1.0,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
396,B18-13484,5,SUSP ACT IP,OFFICER REPORT,2018-04-05 00:00:00,21:56:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,SUSPECT,NO,NO,1.0,0.0,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
397,B18-13484,5,SUSP ACT IP,OFFICER REPORT,2018-04-05 00:00:00,21:56:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,MENTIONED,NO,NO,0.0,1.0,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
398,B18-13504,4,SUSP ACT IP,OFFICER REPORT,2018-04-06 00:00:00,00:30:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
399,B18-13614,3,SERVICE IP,TELEPHONE,2018-04-06 00:00:00,21:13:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
400,B18-13807,5,NOISE,TELEPHONE,2018-04-08 00:00:00,00:45:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
401,B18-13933,4,TRAFFIC STOP,OFFICER REPORT,2018-04-09 00:00:00,03:04:00,YES,NO,NO,NO,YES,YES,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
402,B18-14151,3,VANDALISM,TELEPHONE,2018-04-10 00:00:00,1904-12-11 00:00:00,YES,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
403,B18-14254,4,ASSAULT NP,TELEPHONE,2018-04-11 00:00:00,12:07:00,NO,NO,YES,NO,NO,YES,UNKNOWN,YES,YES,SUSPECT,NO,NO,0.0,1.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
404,B18-14618,5,WELFARE CHK IP ,TELEPHONE,2018-04-13 00:00:00,16:51:00,YES,NO,NO,NO,NO,YES,INTOXICATED,NO,YES,ARRESTEE,NO,NO,0.0,1.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
405,B18-14652,5,DOMESTIC IP,TELEPHONE,2018-04-13 00:00:00,21:03:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
406,B18-14657 ,3,DOMESTIC IP,911 LINE,2018-04-13 00:00:00,21:50:00,NO,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,INVOLVED,NO,NO,0.0,1.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
407,B18-14767,4,WARRANT SERVICE,TELEPHONE,2018-04-14 00:00:00,17:08:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
408,B18-14781,4,ASSAULT IP,TELEPHONE,2018-04-14 00:00:00,18:41:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
409,B18-14851,3,DRUNK,TELEPHONE,2018-04-15 00:00:00,02:19:00,NO,NO,YES,NO,NO,NO,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
410,B18-14908,3,SERVICE IP,TELEPHONE,2018-04-15 00:00:00,15:06:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
411,B18-14960,5,WARRANT SERVICE,TELEPHONE,2018-04-15 00:00:00,23:45:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,MENTIONED,NO,NO,0.0,1.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
412,B18-14851,3,DRUNK,TELEPHONE,2018-04-15 00:00:00,02:19:00,NO,NO,YES,NO,NO,NO,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
413,B18-14975,5,BURGLARY IP,TELEPHONE,2018-04-16 00:00:00,02:48:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
414,B18-15208,1,SUSP ACT IP,OFFICER REPORT,2018-04-17 00:00:00,17:00:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,NO,INVOLVED,NO,NO,1.0,0.0,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
415,B18-15254,3,FIGHT IP,911 LINE,2018-04-17 00:00:00,22:53:00,YES,NO,NO,NO,NO,YES,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
416,B18-15408,5,WARRANT SERVICE,OFFICER REPORT,2018-04-18 00:00:00,22:57:00,NO,NO,YES,NO,NO,YES,NORMAL,YES,YES,ARRESTEE,NO,NO,0.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
417,B18-15605,1,FIGHT IP,OFFICER REPORT,2018-04-20 00:00:00,01:57:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
418,B18-15804,3,WELFARE CHK IP,TELEPHONE,2018-04-21 00:00:00,00:40:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
419,B18-16221,5,WARRANT SERVICE,TELEPHONE,2018-04-22 00:00:00,15:14:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,1.0,0.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
420,B18-16362,3,WELFARE CHK IP,TELEPHONE,2018-04-23 00:00:00,16:58:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
421,B18-16370,1,WELFARE CHK IP,TELEPHONE,2018-04-23 00:00:00,17:58:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
422,B18-16374,4,DOMESTIC IP,OFFICER REPORT,2018-04-23 00:00:00,18:22:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
423,B18-16487,1,WEAPONS IP,911 LINE,2018-04-24 00:00:00,15:44:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
424,B18-16730,3,DOMESTIC IP,911 LINE,2018-04-25 00:00:00,23:58:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
425,B18-17210,5,BURGLARY IP,TELEPHONE,2018-04-28 00:00:00,19:45:00,NO,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
426,B18-17269,4,TRESPASS IP,TELEPHONE,2018-04-29 00:00:00,03:16:00,YES,NO,NO,NO,NO,NO,INTOXICATED,YES,NO,INVOLVED,NO,NO,0.0,1.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
427,B18-17320,3,DOMESTIC IP,911 LINE,2018-04-29 00:00:00,13:41:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
428,B18-17532,5,DISTURBANCE IP,911 LINE,2018-04-30 00:00:00,23:28:00,NO,YES,NO,NO,NO,YES,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
429,B18-18021,1,WEAPONS IP,TELEPHONE,2018-05-04 00:00:00,03:22:00,YES,NO,YES,NO,NO,NO,UNKNOWN,NO,YES,MENTIONED,YES,NO,0.0,1.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
430,B18-18285,4,WELFARE CHK IP,TELEPHONE,2018-05-05 00:00:00,17:46:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
431,B18-18844,5,SUSP ACT IP,OFFICER REPORT,2018-05-09 00:00:00,19:45:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,YES,NO,0.0,1.0,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
432,B18-18931,5,DISTURBANCE IP,911 LINE ,2018-05-10 00:00:00,12:13:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,INVOLVED,NO,NO,0.0,1.0,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
433,B18-18934,3,DOMESTIC IP,911,2018-05-10 00:00:00,12:23:00,NO,NO,YES,NO,NO,NO,MENTALLY DISTURBED,YES,NO,ARRESTEE,NO,NO,0.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
434,B18-19082,3,TRESPASS IP,TELEPHONE,2018-05-11 00:00:00,10:22:00,YES,NO,NO,NO,NO,YES,NORMAL,NO,NO,ARRESTEE,NO,NO,1.0,0.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
435,B18-19242,5,SERVICE IP,911 LINE,2018-05-12 00:00:00,13:55:00,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
436,B18-19263,3,THEFT IP,911 LINE,2018-05-12 00:00:00,18:11:00,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,YES,ARRESTEE,NO,NO,0.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
437,B18-19273,3,WELFARE CHK IP,TELEPHONE,2018-05-12 00:00:00,19:44:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,YES,SUSPECT,NO,NO,0.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
438,B18-19442,MCSO,TRAFFIC STOP,OFFICER REPORT,2018-05-14 00:00:00,07:24:00,YES,NO,YES,NO,YES,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
439,B18-19826,1,WARRANT SERVICE,OFFICER REPORT,2018-05-16 00:00:00,20:31:00,YES,NO,NO,NO,NO,YES,NORMAL,NO,NO,JUVENILE REFERRAL,NO,NO,0.0,1.0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
440,B18-19866,3,SUSP ACT IP,OFFICER REPORT,2018-05-17 00:00:00,00:51:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,CONTACT,NO,NO,1.0,0.0,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
441,B18-19886,5,SUSP ACT IP,TELEPHONE,2018-05-17 00:00:00,08:33:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,SUSPECT,NO,NO,0.0,1.0,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
442,B18-19953,4,WARRANT SERVICE,TELEPHONE,2018-05-17 00:00:00,16:14:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,1.0,0.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
443,B18-19959,4,WELFARE CHK IP,911 LINE,2018-05-17 00:00:00,17:14:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
444,B18-19975,4,WELFARE CHK IP,911 LINE,2018-05-17 00:00:00,19:42:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
445,B18-20431,5,BURGLARY IP,911 LINE ,2018-05-21 00:00:00,12:13:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,ARRESTEE,NO,NO,0.0,1.0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
446,B18-20619,5,SUSP ACT IP,TELEPHONE,2018-05-22 00:00:00,19:53:00,YES,NO,YES,NO,NO,YES,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
447,B18-20634,3,BURGLARY IP,TELEPHONE,2018-05-22 00:00:00,21:11:00,YES,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,1.0,0.0,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
448,B18-20634,3,BURGLARY IP,TELEPHONE,2018-05-22 00:00:00,21:11:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
449,B18-21018,5,ASSAULT IP,911 LINE,2018-05-25 00:00:00,15:59:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,YES,NO,ARRESTEE,NO,NO,1.0,0.0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
450,B18-21100,4,DISTURBANCE IP,TELEPHONE,2018-05-26 00:00:00,02:43:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
451,B18-21151,5,DOMESTIC IP,911 LINE,2018-05-26 00:00:00,13:27:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,YES,NO,JEUVENILE REFERRAL,NO,NO,1.0,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
452,B18-21164,5,DISTURBANCE IP,TELEPHONE,2018-05-26 00:00:00,15:39:00,NO,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
453,B18-21665,4,DISTURBANCE NP,TELEPHONE,2018-05-30 00:00:00,03:05:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
454,B18-23406,MCSO,WEAPONS IP,911 LINE,2018-06-01 00:00:00,20:44:00,YES,YES,YES,NO,NO,YES,UNKNOWN,NO,YES,ARRESTEE,NO,NO,0.0,1.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
455,B18-22201,1,WEAPONS IP,911 LINE,2018-06-03 00:00:00,02:09:00,NO,NO,YES,NO,NO,NO,INTOXICATED,YES,NO,ARRESTEE,YES,NO,0.0,1.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
456,B18-22201,1,WEAPONS IP,911,2018-06-03 00:00:00,02:09:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,YES,ARRESTEE,NO,NO,0.0,1.0,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
457,B18-23004,3,WELFARE CHK IP,911 LINE ,2018-06-08 00:00:00,17:40:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,YES,YES,1.0,0.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
458,B18-23426,1,SERVICE IP,TELEPHONE,2018-06-11 00:00:00,23:13:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,YES,NO,0.0,1.0,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
459,B18-23498,3,FOLLOW UP,OFFICER REPORT,2018-06-12 00:00:00,15:19:00,YES,NO,YES,NO,NO,NO,NORMAL,YES,YES,ARRESTEE,NO,NO,0.0,1.0,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
460,B18-24144,3,THEFT NP,TELEPHONE,2018-06-16 00:00:00,01:05:00,NO,NO,NO,NO,NO,NO,MENTALLY DISTURBED,YES,NO,SUSPECT,NO,NO,0.0,1.0,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
461,B18-24264,4,SERVICE IP,TELEPHONE,2018-06-17 00:00:00,18:32:00,YES,NO,YES,NO,NO,NO,MENTALLY DISTURBED,YES,YES,CONTACT,NO,NO,0.0,1.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
462,B18-24643,4,DISTURBANCE IP,TELEPHONE,2018-06-20 00:00:00,02:02:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,YES,SUSPECT,NO,NO,0.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
463,B18-24808,4,SUSP ACT IP,OFFICER REPORT,2018-06-21 00:00:00,00:01:00,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,YES,ARRESTEE,NO,NO,0.0,1.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
464,B18-25105,1,FIGHT IP,OFFICER REPORT,2018-06-23 00:00:00,03:01:00,YES,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
465,B18-25500,3,SUSP ACT IP,911 LINE,2018-06-25 00:00:00,22:50:00,YES,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,1.0,0.0,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
466,B18-25500,3,SUSP ACT IP,911 LINE,2018-06-25 00:00:00,22:50:00,YES,NO,YES,NO,NO,NO,MENTALLY DISTURBED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
467,B18-26089,3,DISTURBANCE IP,TELEPHONE,2018-06-30 00:00:00,03:26:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
468,B18-26349,1,TRESPASS IP,TELEPHONE,2018-07-02 00:00:00,01:18:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
469,B18-26560,3,ASSAULT IP,911 LINE,2018-07-03 00:00:00,13:58:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
470,B18-26502,2,BURGLARY IP,TELEPHONE,2018-07-04 00:00:00,1900-07-30 00:00:00,NO,NO,NO,NO,NO,YES,NORMAL,NO,NO,ARRESTED,NO,NO,0.0,1.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
471,b18-27186,4,BURGLARY IP,TELEPHONE,2018-07-08 00:00:00,1900-05-19 00:00:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,ARRESTED,NO,NO,0.0,1.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
472,B18-27193,1,DISTURBANCE IP,911 LINE,2018-07-08 00:00:00,03:22:00,YES,NO,NO,NO,NO,YES,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
473,B18-27295,5,VANDALISM,911 LINE,2018-07-09 00:00:00,1900-12-23 00:00:00,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,ARRESTED,NO,NO,1.0,0.0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
474,B18-27538,3,INTOXICATION,911 LINE,2018-07-10 00:00:00,1904-09-01 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTED,NO,NO,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
475,B18-27742,3,TRAFFIC STOP,OFFICER REPORT,2018-07-12 00:00:00,00:19:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,YES,NO,0.0,1.0,44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
476,B18-28019,1,DOMESTIC,TELEPHONE,2018-07-13 00:00:00,1905-06-25 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
477,B18-28216,1,TRAFFIC STOP,OFFICER REPORT,2018-07-15 00:00:00,01:30:00,NO,NO,YES,NO,YES,NO,NORMAL,NO,NO,INVOLVED,NO,NO,1.0,0.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
478,B18-28224,5,VEHICLE THEFT,TELEPHONE,2018-07-15 00:00:00,03:21:00,NO,NO,YES,NO,NO,NO,UNKNOWN,NO,NO,SUSPECT,NO,NO,0.0,1.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
479,B18-28216,1,TRAFFIC STOP,OFFICER REPORT,2018-07-15 00:00:00,01:23:00,NO,NO,YES,NO,YES,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
480,B18-28609,4,WELFARE CHECK,911,2018-07-17 00:00:00,14:16:00,YES,NO,NO,NO,NO,YES,INTOXICATED,NO,NO,INVOLVED,NO,NO,0.0,1.0,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
481,B18-28695,4,VEHICLE THEFT,TELEPHONE,2018-07-18 00:00:00,05:51:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
482,B18-29127,1,SUSPICIOUS ACT,OFFICER REPORT,2018-07-20 00:00:00,1906-05-03 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
483,B18-29724,3,SUSPICIOUS ACT,OFFICER REPORT,2018-07-25 00:00:00,02:29:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
484,B18-29779,5,VEHICLE THEFT,TELEPHONE,2018-07-25 00:00:00,00:15:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
485,B18-29831,2,WEAPONS IP,TELEPHONE,2018-07-25 00:00:00,19:18:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,INVOLVED,NO,NO,0.0,1.0,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
486,B18-29831,2,WEAPONS IP,TELEPHONE,2018-07-25 00:00:00,19:18:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,INVOLVED,NO,NO,0.0,1.0,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
487,B18-29942,4,TRAFFIC STOP,OFFICER REPORT,2018-07-26 00:00:00,16:30:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTED,NO,NO,1.0,0.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
