Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year
,III,Arrest-Felony,Monday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Traffic Stop,TRAFFIC STOP,,,January,,,756219,East Precinct,18.441130137,,445526002,356838,White,Male,Yes,38.167157534,356838445526002,Active,Active,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Felony,Monday,,,,Resisted HC,Takedown (II and III),,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,July,,No weapon (unarmed),952439,Central Precinct,10.886097793,,420528242,3944841,White,Female,Yes,60.888837519,4205282423944841,Active,Active,,,,,,,Dispatched,,,,2018
,III,Arrest-Felony,Monday,,,,Strikes/kicks,Control Against Resistance,,,,,,,1800-2359,Assault,ASSAULT - COLD,,Unclear,January,,No weapon (unarmed),756219,East Precinct,18.366910198,,837525686,1876293,Hispanic,Male,No,20.029923896,1876293837525686,Aggressive,Active,,,,,,,Dispatched,,,,2018
,III,Arrest-Felony,Monday,,,,Takedown,Resisted HC,,,,,,,-,Community Policing,NILOC - NEIGHBORHOOD INVOLVEMENT LOCATION,,,December,,No weapon (unarmed),350681,Central Precinct,6.206887367,,726519695,167955,Black,Male,Yes,49.524695586,167955726519695,Active,Active,,,,,,,Self-Initiated,,Yes,,2017
,III,Arrest-Felony,Monday,,,,Takedown,Strikes/kicks,Strikes/kicks,Resisted HC,,,,,-,Community Policing,NILOC - NEIGHBORHOOD INVOLVEMENT LOCATION,,,December,,No weapon (unarmed),1056551,Central Precinct,2.543873668,,726519695,167955,Black,Male,Yes,49.524695586,167955726519695,Active,Active,Active,Active,,,,,Self-Initiated,,Yes,,2017
,III,Arrest-Felony,Monday,,,,Takedown (II and III),,,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,March,,No weapon (unarmed),949741,North Precinct,7,,470546712,489448,White,Female,No,27,4.70547e+14,Aggressive,,,,,,,,Dispatched,,,,2020
,III,Arrest-Felony,Monday,,,,Takedown (II and III),,,,,,,,0600-1159,Subject Stop,SUBJECT STOP - SDC,,,December,,No weapon (unarmed),753121,Central Precinct,2.138888889,,120529859,367557,White,Male,Yes,25.675,120529859367557,Active,,,,,,,,Self-Initiated,,Yes,,2018
,III,Arrest-Felony,Monday,,,,Takedown (II and III),,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,June,,No weapon (unarmed),990539,East Precinct,16.601668569,,463527542,449951,White,Male,Yes,43.711257610,463527542449951,Active,,,,,,,,Dispatched,,,,2018
,III,Arrest-Felony,Monday,,,,Takedown (II and III),,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,,May,,No weapon (unarmed),716808,East Precinct,26.708710046,,515527283,149637,White,Male,Yes,54.410079909,515527283149637,Aggressive,,,,,,,,Dispatched,,Yes,,2018
,III,Arrest-Felony,Monday,,,,Takedown (II and III),,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,,October,,No weapon (unarmed),1098151,Central Precinct,2.717351598,,474539232,139715,White,Male,Yes,53.295433790,474539232139715,Aggressive,,,,,,,,Dispatched,,,,2019
,III,Arrest-Felony,Monday,,,,Takedown (II and III),,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,,October,,No weapon (unarmed),678310,Central Precinct,12.172146119,,474539232,139715,White,Male,Yes,53.295433790,474539232139715,Aggressive,,,,,,,,Dispatched,,,,2019
,III,Arrest-Felony,Monday,,,,Takedown (II and III),,,,,,,,1800-2359,Disturbance,DISTURBANCE - COLD,,,April,,No weapon (unarmed),148661,Central Precinct,7.799261796,,524536983,560160,Black,Male,Yes,27.002001522,524536983560160,Aggressive,,,,,,,,Dispatched,,,,2019
,III,Arrest-Felony,Monday,,,,Takedown (II and III),Resisted HC,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,,June,,,952640,Central Precinct,16.429821157,,303527720,755607,White,Male,Yes,46.440780061,303527720755607,Aggressive,Aggressive,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Felony,Monday,,,,Takedown (II and III),Resisted HC,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,,August,,No weapon (unarmed),551100,East Precinct,12.555825723,,790528425,266854,Black,Female,No,29.191442161,790528425266854,Aggressive,Aggressive,,,,,,,Dispatched,,,,2018
,III,Arrest-Misdemeanor,Monday,,,,Box-in VIS,,,,,,,,1200-1759,Collision,ACCIDENT - HIT & RUN - PRIORITY,,,December,,,952640,Central Precinct,16.916666667,Vehicle,760529945,431989,Hispanic,Male,No,45.913888889,760529945431989,Aggressive,,,,,,,,Dispatched,Yes,Yes,,2018
,III,Arrest-Misdemeanor,Monday,,,,CEW,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,August,,,948240,North Precinct,12.572831050,,964538517,431453,White,Male,Yes,38.252283105,964538517431453,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2019
,III,Arrest-Misdemeanor,Monday,,,,CEW,,,,,,,,1800-2359,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,March,,,311470,East Precinct,12,,621546574,1748889,Asian,Male,No,30,6.21546e+15,Aggressive,,,,,,,,Dispatched,,,,2020
,III,Arrest-Misdemeanor,Monday,,,,CEW,Resisted HC,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,May,,No weapon (unarmed),948240,North Precinct,11.345414764,,271527450,3476492,Black,Male,No,19.087880518,2715274503476492,Aggressive,Active,,,,,,,Dispatched,,,,2018
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,0000-0559,Assist,MEDICAL ASSIST,,,August,,,788519,Central Precinct,17.444294140,,746528505,3960032,White,Male,No,53.931965373,7465285053960032,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),133261,East Precinct,2,,993547737,3997200,White,Male,No,21,9.93548e+15,Active,,,,,,,,Dispatched,Yes,,,2020
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),794221,East Precinct,2,,993547737,3997200,White,Male,No,21,9.93548e+15,Active,,,,,,,,Dispatched,Yes,,,2020
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,December,,,358281,Central Precinct,0.952777778,,999529937,372388,Black,Male,Yes,36.444444444,999529937372388,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,December,,,937241,East Precinct,1.161111111,,999529937,372388,Black,Male,Yes,36.444444444,999529937372388,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Monday,,,,Control against Resistance,,,,,,,,1200-1759,Subject Stop,SUBJECT STOP - SDC,,,March,,No weapon (unarmed),430191,Central Precinct,1.872617960,,582536383,131054,Black,Male,Yes,65.015197869,582536383131054,Active,,,,,,,,Self-Initiated,,,,2019
,III,Arrest-Misdemeanor,Monday,,,,Control against Resistance,,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,November,,No weapon (unarmed),715011,Central Precinct,13.399238965,,538539483,3748649,White,Male,Yes,47.473211568,5385394833748649,Active,,,,,,,,Dispatched,,Yes,,2019
,III,Arrest-Misdemeanor,Monday,,,,Control against Resistance,,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,,June,,No weapon (unarmed),676211,East Precinct,1.911714231,,69537788,3985538,White,Male,Yes,39.257033866,695377883985538,Active,,,,,,,,Dispatched,Yes,,,2019
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,-,Subject Stop,PERSON CONTACT (86),,,December,,No weapon (unarmed),793721,Central Precinct,5.429581431,,167519769,3691228,White,Male,Yes,25.273417047,3691228167519769,Active,,,,,,,,Dispatched,,,,2017
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,December,,,752121,Central Precinct,2.158333333,,999529937,372388,Black,Male,Yes,36.444444444,999529937372388,Active,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Monday,,,,Control against Resistance,Control against Resistance,Control against Resistance,Control against Resistance,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,,June,,No weapon (unarmed),950240,East Precinct,12.421417428,,69537788,3985538,White,Male,Yes,39.257033866,695377883985538,Active,Passive,Passive,Active,,,,,Dispatched,Yes,,,2019
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,December,,,504690,Central Precinct,13.311111111,,999529937,372388,Black,Male,Yes,36.444444444,999529937372388,Active,Aggressive,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,April,,No weapon (unarmed),784021,Central Precinct,2.448165906,,353527101,463293,White,Male,Yes,42.933097412,353527101463293,Active,Active,,,,,,,Dispatched,,Yes,,2018
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Subject Stop,PERSON CONTACT (86),,,May,,No weapon (unarmed),1085151,North Precinct,1.335979833,,815527456,1553968,White,Male,Yes,28.127760654,8155274561553968,Active,Active,,,,,,,Self-Initiated,,,,2018
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Subject Stop,PERSON CONTACT (86),,,May,,No weapon (unarmed),806220,North Precinct,11.409952435,,815527456,1553968,White,Male,Yes,28.127760654,8155274561553968,Active,Active,,,,,,,Self-Initiated,,,,2018
,III,Arrest-Misdemeanor,Monday,,,,Control against Resistance,Resisted HC,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,November,,No weapon (unarmed),217161,Central Precinct,2.678691020,,538539483,3748649,White,Male,Yes,47.473211568,5385394833748649,Active,Active,,,,,,,Dispatched,,Yes,,2019
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,-,Threat,THREAT - COLD,,,December,,No weapon (unarmed),1117448,East Precinct,23.238105023,,942519927,3778206,White,Male,No,17.936735160,3778206942519927,Active,Active,,,,,,,Dispatched,,,,2017
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,Takedown (II and III),,,,,,0600-1159,Theft,THEFT - PRIORITY,,,July,,No weapon (unarmed),753121,Central Precinct,1.699969559,,427527892,433959,White,Female,Yes,30.642435312,427527892433959,Active,Active,Active,,,,,,Dispatched,,Yes,,2018
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,Takedown (II and III),,,,,,0600-1159,Theft,THEFT - PRIORITY,,,July,,No weapon (unarmed),571001,Central Precinct,2.850654490,,427527892,433959,White,Female,Yes,30.642435312,427527892433959,Active,Active,Active,,,,,,Dispatched,,Yes,,2018
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Strikes/kicks,Control Against Resistance,Takedown (II and III),Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,0600-1159,Suspicious,SUSPICIOUS - PRIORITY,,,March,,No weapon (unarmed),704808,Central Precinct,26,,150546399,3812314,White,Male,No,47,1.50546e+15,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Active,Active,Active,Dispatched,,,,2020
,III,Arrest-Misdemeanor,Monday,,,,Control against Resistance,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Takedown (II and III),,,1800-2359,Disturbance,DISTURBANCE - WITH WEAPON *H,,,September,,,196561,Central Precinct,7.090049467,,514539063,4076559,Black,Male,Yes,44.057172755,5145390634076559,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Strikes/kicks,Strikes/kicks,Takedown,Resisted HC,,,,-,Theft,THEFT - COLD,,,December,,No weapon (unarmed),973138,East Precinct,25.807990868,,942519927,3778206,White,Male,No,17.936757991,3778206942519927,Active,Aggressive,Aggressive,Active,Active,,,,Dispatched,,,,2017
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Takedown (II and III),,,,,,,0600-1159,Other,DETAIL,Knife / Edged Weapon / Stabbing Instrument,,June,,,1107448,Transit (PPB Only),23.735431887,,579527803,345267,Hispanic,Male,Yes,47.228582572,579527803345267,Active,Active,,,,,,,Self-Initiated,,,,2018
,III,Arrest-Misdemeanor,Monday,,,,Control against Resistance,Takedown (II and III),,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,Yes,December,,No weapon (unarmed),461691,Central Precinct,5.421213851,,443539812,3763094,White,Male,Yes,20.637652207,4435398123763094,Active,Active,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Monday,,,,Control against Resistance,Takedown (II and III),,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,Yes,December,,No weapon (unarmed),164861,Central Precinct,5.670528919,,443539812,3763094,White,Male,Yes,20.637652207,4435398123763094,Active,Active,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,,,,,,0000-0559,Assist,MEDICAL ASSIST,,,August,,,947440,Central Precinct,10.022456240,,746528505,3960032,White,Male,No,53.932045282,7465285053960032,Active,Active,Active,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,December,,,1044050,Central Precinct,11.894444444,,999529937,372388,Black,Male,Yes,36.444444444,999529937372388,Active,Aggressive,Aggressive,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,Control Against Resistance,,,,,0000-0559,Assist,MEDICAL ASSIST,,,August,,,542698,Central Precinct,13.227935693,,746528505,3960032,White,Male,No,53.932045282,7465285053960032,Aggressive,Aggressive,Active,Active,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Takedown (IV),Resisted HC,,,,,,0600-1159,Welfare Check,WELFARE CHECK - COLD,,,April,,No weapon (unarmed),651809,North Precinct,23,,974547047,288001,Black,Male,Yes,45,9.74547e+14,Active,Active,Active,,,,,,Dispatched,,Yes,,2020
,III,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Takedown (IV),Resisted HC,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,April,,No weapon (unarmed),374178,North Precinct,27,,974547047,288001,Black,Male,Yes,45,9.74547e+14,Active,Active,Active,,,,,,Dispatched,,Yes,,2020
,III,Arrest-Misdemeanor,Monday,,,,Hobble,Hobble,,,,,,,1200-1759,Domestic Violence,DISTURBANCE - DOMESTIC - PRIORITY,,,April,,No weapon (unarmed),884731,Central Precinct,5.670102740,,353527101,463293,White,Male,Yes,42.933116438,353527101463293,Active,Active,,,,,,,Dispatched,,Yes,,2018
,III,Arrest-Misdemeanor,Monday,,,,PIT - VIS,PFA,,,,,,,1200-1759,Collision,ACCIDENT - HIT & RUN - PRIORITY,,,December,,,921128,Central Precinct,22.877777778,Vehicle,760529945,431989,Hispanic,Male,No,45.913888889,760529945431989,Aggressive,Aggressive,,,,,,,Dispatched,Yes,Yes,,2018
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,May,,No weapon (unarmed),551100,East Precinct,12.342675038,,271527450,3476492,Black,Male,No,19.087880518,2715274503476492,Active,,,,,,,,Dispatched,,,,2018
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Behavioral Health,ECIT,,,October,,No weapon (unarmed),884731,Central Precinct,7.107734018,,318539141,549373,Black,Male,No,21.474857306,318539141549373,Active,,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Behavioral Health,ECIT,,,October,,No weapon (unarmed),372179,Central Precinct,20.494035388,,318539141,549373,Black,Male,No,21.474857306,318539141549373,Active,,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Behavioral Health,ECIT,,,October,,No weapon (unarmed),943039,Central Precinct,21.222802511,,318539141,549373,Black,Male,No,21.474857306,318539141549373,Active,,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Suspicious,SUSPICIOUS - PRIORITY,,,March,,No weapon (unarmed),736119,Central Precinct,21,,150546399,3812314,White,Male,No,47,1.50546e+15,Aggressive,,,,,,,,Dispatched,,,,2020
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Subject Stop,SUBJECT STOP - SDC,,,March,,No weapon (unarmed),711211,Central Precinct,1.631522070,,582536383,131054,Black,Male,Yes,65.015197869,582536383131054,Active,,,,,,,,Self-Initiated,Yes,,,2019
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,November,,No weapon (unarmed),461691,Central Precinct,5.344444444,,538539483,3748649,White,Male,Yes,47.473211568,5385394833748649,Active,,,,,,,,Dispatched,,Yes,,2019
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,June,,No weapon (unarmed),562900,Central Precinct,15,,685547674,487019,White,Male,No,26,6.85548e+14,Active,,,,,,,,Self-Initiated,Yes,,,2020
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,June,,No weapon (unarmed),193659,Central Precinct,24,,685547674,487019,White,Male,No,26,6.85548e+14,Active,,,,,,,,Self-Initiated,Yes,,,2020
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1800-2359,Restraining Order Violation,RESTRAINING ORDER VIOLATION - COLD,,,March,,No weapon (unarmed),902731,East Precinct,1.624398782,,639536464,406396,Hispanic,Male,Yes,36.251910198,639536464406396,Active,,,,,,,,Dispatched,,Yes,,2019
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,Control against Resistance,,,,,,,1200-1759,Collision,ACCIDENT - HIT AND RUN - COLD,,,May,,No weapon (unarmed),753121,Central Precinct,2.544124810,,446537152,533107,White,Female,No,40.530540335,446537152533107,Active,Active,,,,,,,Dispatched,Yes,Yes,,2019
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,Control against Resistance,,,,,,,1200-1759,Collision,ACCIDENT - HIT AND RUN - COLD,,,May,,No weapon (unarmed),562900,Central Precinct,14.837275495,,446537152,533107,White,Female,No,40.530540335,446537152533107,Active,Active,,,,,,,Dispatched,Yes,Yes,,2019
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,Control Against Resistance,,,,,,,1200-1759,Harassment,HARASSMENT,Knife / Edged Weapon / Stabbing Instrument,,July,,,753121,Central Precinct,1.738569254,,225528070,3862879,Black,Male,Yes,30.933089802,2255280703862879,Active,Active,,,,,,,Dispatched,,,,2018
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,Control Against Resistance,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,May,,No weapon (unarmed),1064351,Central Precinct,1,,896547396,4134912,White,Male,Yes,24,8.96547e+15,Active,Active,,,,,,,Dispatched,,,,2020
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,Strikes/kicks,Resisted HC,,,,,,1200-1759,Harassment,HARASSMENT,Knife / Edged Weapon / Stabbing Instrument,,July,,,269171,Central Precinct,1.393363775,,225528070,3862879,Black,Male,Yes,30.933089802,2255280703862879,Active,Active,Active,,,,,,Dispatched,,,,2018
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,Strikes/kicks,Takedown (II and III),Strikes/kicks,Strikes/kicks,Control Against Resistance,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,May,,No weapon (unarmed),504690,Central Precinct,14,,896547396,4134912,White,Male,Yes,24,8.96547e+15,Aggressive,Aggressive,Aggressive,Active,Active,Active,,,Dispatched,,,,2020
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,Takedown (II and III),,,,,,,1800-2359,Restraining Order Violation,RESTRAINING ORDER VIOLATION - COLD,,,March,,No weapon (unarmed),351681,East Precinct,7.454535769,,639536464,406396,Hispanic,Male,Yes,36.251910198,639536464406396,Active,Active,,,,,,,Dispatched,,Yes,,2019
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,Takedown (II and III),Control Against Resistance,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,May,,No weapon (unarmed),753121,Central Precinct,3,,896547396,4134912,White,Male,Yes,24,8.96547e+15,Aggressive,Aggressive,Active,,,,,,Dispatched,,,,2020
,III,Arrest-Misdemeanor,Monday,,,,Resisted HC,Takedown (II and III),Resisted HC,,,,,,1200-1759,Subject Stop,SUBJECT STOP - SDC,,,March,,No weapon (unarmed),775220,Transit (PPB Only),12.176841705,,582536383,131054,Black,Male,Yes,65.015197869,582536383131054,Active,Active,Active,,,,,,Self-Initiated,Yes,,,2019
